age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
56.0,Private,73684,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Portugal,<=50K
42.0,Local-gov,328581,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
38.0,Private,283293,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,,0.0,40.0,United-States,<=50K
24.0,Private,270075,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,50.0,United-States,<=50K
23.0,Private,149204,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
64.0,Private,151540,11th,7.0,Widowed,Tech-support,Unmarried,White,Female,0.0,0.0,16.0,United-States,<=50K
60.0,Private,156889,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
27.0,Private,330132,Bachelors,13.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
31.0,Local-gov,144949,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Private,76280,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Private,112564,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
35.0,Federal-gov,23892,HS-grad,9.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Local-gov,134886,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,1740.0,,United-States,<=50K
50.0,Private,46155,Assoc-voc,11.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,>50K
,Local-gov,165799,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,12.0,United-States,<=50K
46.0,Private,128796,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,44.0,United-States,>50K
24.0,Private,215251,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
25.0,Private,303431,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
27.0,Private,243569,11th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3942.0,0.0,40.0,United-States,<=50K
22.0,Private,184975,HS-grad,9.0,Married-spouse-absent,Other-service,Own-child,White,Female,0.0,0.0,,United-States,<=50K
41.0,Private,302122,Assoc-voc,11.0,Divorced,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
43.0,Private,209149,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,,35.0,United-States,<=50K
48.0,Private,273828,5th-6th,3.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,,Mexico,<=50K
22.0,Private,187052,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
57.0,Local-gov,190748,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K
18.0,Private,189924,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,24.0,United-States,<=50K
35.0,Private,107991,11th,7.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
34.0,Local-gov,31391,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,53.0,United-States,>50K
55.0,Private,342121,Some-college,,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,38950,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Private,167501,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
53.0,Private,470368,Assoc-acdm,12.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,,48.0,United-States,<=50K
36.0,Local-gov,241998,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1672.0,50.0,United-States,<=50K
31.0,Private,58582,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,46.0,United-States,<=50K
34.0,Local-gov,234096,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
49.0,Private,194962,11th,7.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,,United-States,<=50K
49.0,Private,143482,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,,0.0,40.0,United-States,<=50K
49.0,State-gov,247378,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
26.0,State-gov,272986,Assoc-acdm,12.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,,United-States,<=50K
17.0,Private,160049,10th,6.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,12.0,United-States,<=50K
41.0,Self-emp-not-inc,344329,HS-grad,,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,10.0,United-States,<=50K
23.0,Private,420973,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,,0.0,40.0,United-States,<=50K
59.0,Private,152968,Some-college,10.0,Separated,Adm-clerical,Other-relative,White,Male,3325.0,,40.0,United-States,<=50K
30.0,Federal-gov,43953,Assoc-acdm,12.0,Never-married,Prof-specialty,Not-in-family,White,Female,,0.0,40.0,United-States,<=50K
36.0,Private,192614,HS-grad,,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,56.0,United-States,<=50K
40.0,Private,65866,Some-college,10.0,Divorced,Tech-support,Unmarried,White,Female,,213.0,40.0,United-States,<=50K
26.0,Private,192506,Bachelors,,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,35.0,United-States,<=50K
74.0,Private,101590,Prof-school,15.0,Widowed,Adm-clerical,Not-in-family,Black,Female,,0.0,20.0,United-States,<=50K
43.0,Private,62857,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
68.0,Self-emp-not-inc,89011,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,Canada,<=50K
36.0,Local-gov,380614,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,35.0,Germany,>50K
26.0,Private,375499,10th,6.0,Never-married,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,20.0,United-States,<=50K
19.0,Private,256979,HS-grad,,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,35.0,United-States,<=50K
64.0,Private,165020,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
19.0,Federal-gov,215891,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,,10.0,United-States,<=50K
,Private,146091,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,99999.0,0.0,36.0,United-States,>50K
49.0,Private,185041,Masters,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
23.0,Private,200089,Some-college,10.0,Married-civ-spouse,Craft-repair,Other-relative,White,Male,,0.0,40.0,El-Salvador,<=50K
,Private,275446,HS-grad,9.0,Never-married,Sales,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,247936,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0.0,0.0,2.0,Taiwan,<=50K
31.0,Local-gov,356689,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
37.0,Local-gov,365430,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,5178.0,0.0,40.0,United-States,>50K
54.0,Private,221915,Some-college,10.0,Widowed,Craft-repair,Unmarried,White,Female,0.0,0.0,50.0,United-States,<=50K
24.0,Private,196280,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
23.0,Private,113309,Some-college,,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Private,292110,5th-6th,3.0,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Self-emp-not-inc,48093,Some-college,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,92.0,United-States,<=50K
36.0,Private,219814,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,Guatemala,<=50K
38.0,Private,218729,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,,0.0,25.0,United-States,<=50K
,Private,263552,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
39.0,Private,184128,11th,7.0,Divorced,Sales,Other-relative,White,Female,0.0,0.0,,United-States,<=50K
68.0,Private,156000,10th,6.0,Widowed,Other-service,Unmarried,Black,Female,0.0,,20.0,United-States,<=50K
33.0,Private,554986,Some-college,10.0,Separated,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
49.0,Private,24712,Bachelors,13.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,,Philippines,<=50K
47.0,Self-emp-not-inc,213745,Some-college,10.0,Divorced,Other-service,Unmarried,White,Female,0.0,,45.0,United-States,<=50K
42.0,Private,115178,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,15.0,United-States,<=50K
33.0,Private,37274,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,,40.0,United-States,<=50K
56.0,Self-emp-not-inc,51662,11th,7.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
43.0,State-gov,27661,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,,0.0,45.0,United-States,<=50K
35.0,Private,225330,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
50.0,Private,89534,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
19.0,Private,278480,Some-college,,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Private,178983,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,30.0,United-States,>50K
28.0,Private,82531,Some-college,10.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,235393,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Self-emp-not-inc,33068,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
64.0,Private,46087,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
23.0,Private,376383,HS-grad,9.0,Never-married,Other-service,Unmarried,White,Male,0.0,0.0,35.0,Mexico,<=50K
19.0,Private,226913,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
27.0,Private,327766,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
41.0,Private,155657,11th,7.0,Never-married,Handlers-cleaners,Other-relative,Black,Female,0.0,0.0,40.0,United-States,<=50K
67.0,Private,126849,10th,6.0,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,20.0,United-States,<=50K
27.0,Private,246974,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,402998,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,58.0,United-States,>50K
56.0,Private,245215,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
36.0,Private,280169,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,,United-States,>50K
45.0,Private,371886,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,,0.0,46.0,United-States,<=50K
38.0,State-gov,354591,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,114.0,0.0,38.0,United-States,<=50K
29.0,Private,161444,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Columbia,<=50K
36.0,Private,356824,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
,Private,116338,HS-grad,9.0,Separated,Prof-specialty,Unmarried,White,Female,0.0,653.0,60.0,United-States,<=50K
40.0,Private,175696,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
49.0,Private,314773,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,33610,HS-grad,9.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,60.0,United-States,<=50K
20.0,Private,242077,HS-grad,9.0,Divorced,Sales,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
49.0,Private,213431,HS-grad,9.0,Separated,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
45.0,Private,102202,Assoc-voc,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,,0.0,40.0,United-States,<=50K
22.0,Private,137591,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
62.0,Private,132917,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,,United-States,<=50K
23.0,Private,162551,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,,United-States,<=50K
33.0,Private,122612,HS-grad,9.0,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,35.0,Thailand,<=50K
48.0,Self-emp-inc,369522,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,25.0,United-States,>50K
61.0,Private,98350,Preschool,1.0,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,,0.0,40.0,China,<=50K
42.0,Private,194537,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
37.0,Private,189251,Doctorate,16.0,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,,United-States,<=50K
,Private,125892,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,291586,Bachelors,13.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
31.0,Private,124420,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,State-gov,341410,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
31.0,Local-gov,90409,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,,United-States,<=50K
19.0,Private,294029,11th,7.0,Never-married,Sales,Own-child,Other,Female,0.0,0.0,32.0,Nicaragua,<=50K
28.0,Private,392100,HS-grad,,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,244945,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Private,217663,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,,45.0,United-States,>50K
59.0,Private,98350,HS-grad,9.0,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0.0,,40.0,China,<=50K
29.0,Private,210464,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,,0.0,40.0,United-States,<=50K
,Private,120201,HS-grad,9.0,Divorced,Adm-clerical,Own-child,Other,Female,0.0,0.0,65.0,United-States,<=50K
23.0,Private,234108,Assoc-acdm,12.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,32.0,United-States,<=50K
29.0,Private,183009,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Other,Female,0.0,1590.0,40.0,United-States,<=50K
,Private,109872,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
38.0,Private,186934,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,45.0,United-States,<=50K
33.0,Private,163003,Bachelors,13.0,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,<=50K
31.0,Private,61559,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
37.0,Private,193855,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
20.0,Private,196745,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,594.0,0.0,16.0,United-States,<=50K
18.0,Private,25828,11th,,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,16.0,United-States,<=50K
22.0,Private,223019,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
56.0,Private,183884,11th,,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,165474,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Federal-gov,32312,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
33.0,Private,258932,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,,0.0,40.0,United-States,<=50K
,Private,178449,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,49.0,United-States,<=50K
17.0,Private,56986,12th,8.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,,United-States,<=50K
37.0,Private,155064,Assoc-voc,11.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
59.0,Private,43221,9th,5.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
58.0,Private,146477,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,40.0,Greece,>50K
43.0,Self-emp-not-inc,152958,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
51.0,Private,82566,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
24.0,Private,170070,Assoc-acdm,12.0,Divorced,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
44.0,Private,199031,Some-college,10.0,Divorced,Transport-moving,Own-child,White,Male,0.0,,40.0,United-States,<=50K
17.0,Private,108273,10th,6.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,,United-States,<=50K
24.0,Private,96844,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,17.0,United-States,<=50K
51.0,Self-emp-not-inc,149220,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,75.0,United-States,<=50K
49.0,Self-emp-not-inc,215096,9th,5.0,Divorced,Other-service,Not-in-family,White,Female,,0.0,20.0,United-States,<=50K
57.0,Private,172291,HS-grad,9.0,Divorced,Adm-clerical,Other-relative,Black,Female,0.0,0.0,,United-States,<=50K
41.0,Private,168730,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
44.0,Private,421449,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,,United-States,<=50K
39.0,Private,481060,HS-grad,,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
45.0,Private,26522,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,,1902.0,35.0,United-States,>50K
36.0,Local-gov,130620,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0.0,0.0,40.0,China,>50K
,Private,91525,HS-grad,9.0,Never-married,Sales,Other-relative,White,Male,0.0,0.0,25.0,United-States,<=50K
23.0,Private,192812,Bachelors,13.0,Never-married,Tech-support,Own-child,White,Female,0.0,,40.0,United-States,<=50K
29.0,Local-gov,289991,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
43.0,Private,191196,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Male,,0.0,40.0,United-States,<=50K
43.0,Private,416338,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
28.0,Private,134566,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
40.0,Private,184857,HS-grad,9.0,Separated,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,State-gov,119421,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,625.0,35.0,United-States,<=50K
40.0,Local-gov,165726,Assoc-voc,11.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Private,144064,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,40.0,United-States,<=50K
24.0,Private,174043,Bachelors,13.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
24.0,Local-gov,34246,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Self-emp-not-inc,37302,11th,7.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
21.0,Private,169699,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,,0.0,40.0,United-States,<=50K
50.0,Private,117295,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,262038,5th-6th,3.0,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0.0,0.0,35.0,Mexico,<=50K
,Private,233419,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
,Private,299223,Some-college,10.0,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,<=50K
55.0,Private,176317,HS-grad,9.0,Widowed,Adm-clerical,Own-child,White,Female,0.0,0.0,,United-States,<=50K
31.0,Private,254304,10th,6.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=50K
,Private,213307,HS-grad,9.0,Never-married,Handlers-cleaners,Unmarried,White,Female,7443.0,0.0,35.0,United-States,<=50K
59.0,Private,243226,10th,6.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
53.0,Federal-gov,170354,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
32.0,Federal-gov,128714,HS-grad,9.0,Never-married,Other-service,Own-child,Black,Female,0.0,,32.0,United-States,<=50K
45.0,Private,187226,Assoc-acdm,12.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,Self-emp-not-inc,103277,12th,8.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,4508.0,,30.0,Portugal,<=50K
25.0,Private,27411,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
31.0,Private,202450,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1573.0,40.0,United-States,<=50K
40.0,Private,82465,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580.0,0.0,40.0,United-States,<=50K
28.0,Federal-gov,56651,Bachelors,13.0,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=50K
30.0,Private,350979,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,,0.0,40.0,Laos,<=50K
41.0,Private,29591,HS-grad,,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
51.0,Private,133461,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,40.0,United-States,<=50K
29.0,Private,263005,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,Germany,<=50K
40.0,Private,206066,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,50.0,United-States,<=50K
27.0,Private,122922,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,,0.0,40.0,United-States,<=50K
49.0,Self-emp-not-inc,122584,7th-8th,4.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,200973,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,,0.0,40.0,United-States,<=50K
21.0,Local-gov,212780,12th,8.0,Never-married,Handlers-cleaners,Unmarried,Black,Female,0.0,0.0,20.0,United-States,<=50K
33.0,Private,143851,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
25.0,Private,28520,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,138441,Assoc-acdm,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
23.0,Private,176486,Some-college,10.0,Never-married,Other-service,Other-relative,White,Female,0.0,0.0,,United-States,<=50K
45.0,Private,196584,Assoc-voc,11.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1564.0,,United-States,>50K
,Private,247445,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
17.0,Private,146329,12th,8.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,23.0,United-States,<=50K
39.0,Local-gov,98587,Some-college,10.0,Divorced,Prof-specialty,Own-child,White,Female,0.0,0.0,45.0,United-States,<=50K
36.0,Local-gov,217414,Some-college,,Divorced,Protective-serv,Unmarried,White,Male,0.0,0.0,55.0,United-States,<=50K
47.0,Private,198200,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,,50.0,United-States,<=50K
24.0,Private,175586,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
35.0,Private,240467,HS-grad,9.0,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
,Self-emp-not-inc,67072,Bachelors,13.0,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,6849.0,0.0,60.0,United-States,<=50K
37.0,Private,185359,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,,United-States,<=50K
